CAS,smiles
CCOC(=O)C(=C1C)C(CCCCO)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(CCCCO)C(=C(C)N1)C(=O)OCC
CCOC(=O)C1=C(CCC)NC(CCC)=C(C(=O)OCC)C1c2ccc(O)cc2,CCOC(=O)C1=C(CCC)NC(CCC)=C(C(=O)OCC)C1c2ccc(O)cc2
c1ccccc1CC(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1ccccc1CC(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
c1ccccc1CC(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3,c1ccccc1CC(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3
CCOC(=O)c(c1C)c(CC(C)(C)C)c(c(n1)C)C(=O)OCC,CCOC(=O)c(c1C)c(CC(C)(C)C)c(c(n1)C)C(=O)OCC
O=C(N)CC[C@@H](C([O-])=O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1N(C(=O)C[NH3+])CCC1,O=C(N)CC[C@@H](C([O-])=O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1N(C(=O)C[NH3+])CCC1
[O-]C(=O)[C@@H]([NH3+])CNc(cc1)cc(c12)ccc(c2)C(=O)C,[O-]C(=O)[C@@H]([NH3+])CNc(cc1)cc(c12)ccc(c2)C(=O)C
CC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C([O-])=O)CCCC[NH3+],CC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C([O-])=O)CCCC[NH3+]
c1ccccc1\C=C\C(=O)N[C@@H](Cc(cc2)ccc2O)C(=O)N3[C@@H](CCC3)C(=O)NCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N)Cc4ccccc4,c1ccccc1\C=C\C(=O)N[C@@H](Cc(cc2)ccc2O)C(=O)N3[C@@H](CCC3)C(=O)NCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N)Cc4ccccc4
[NH3+][C@@H](C)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](CC([O-])=O)C(=O)NCC([O-])=O,[NH3+][C@@H](C)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](CC([O-])=O)C(=O)NCC([O-])=O
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2cnc(C(F)(F)F)cc2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2cnc(C(F)(F)F)cc2
CC(C)(C)c(cc1)ccc1C(=O)NCCN(C2=O)C(=O)c3cccc(c3c24)c(cc4)Sc5ccc(Br)cc5,CC(C)(C)c(cc1)ccc1C(=O)NCCN(C2=O)C(=O)c3cccc(c3c24)c(cc4)Sc5ccc(Br)cc5
NC(=[NH2+])N1CCN(CC1)Cc2cc(C(=O)OC)cc(c2)C(=O)N3CCN(CC3)C(=O)c4ccc(cc4)C(N)=[NH2+],NC(=[NH2+])N1CCN(CC1)Cc2cc(C(=O)OC)cc(c2)C(=O)N3CCN(CC3)C(=O)c4ccc(cc4)C(N)=[NH2+]
CC1=C(C#N)C(C(C#N)=C(C)N1)c2ccc(C(C)(C)C)cc2,CC1=C(C#N)C(C(C#N)=C(C)N1)c2ccc(C(C)(C)C)cc2
c1ccccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1ccccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
c1ccccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3,c1ccccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3
c1cc(C)ccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1cc(C)ccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2c(OC)c(OC)c(OC)cc2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2c(OC)c(OC)c(OC)cc2
c1cc(C)cc(c1C)OCC[NH2+]C2CCN(CC2)C(=O)c3ccncc3,c1cc(C)cc(c1C)OCC[NH2+]C2CCN(CC2)C(=O)c3ccncc3
c1cc(C)ccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3,c1cc(C)ccc1C(=O)N2CCC(CC2)CC(=O)NC[C@@H](CC(=O)OC)c3ccccc3
[O-]C(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([NH3+])CS,[O-]C(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([NH3+])CS
O=C([O-])COc1ccc(cc1C)SC[C@H](OCC)COc2ccc(C(F)(F)F)cc2,O=C([O-])COc1ccc(cc1C)SC[C@H](OCC)COc2ccc(C(F)(F)F)cc2
c1ccccc1[C@H](CC([O-])=O)NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@H](C(C)C)c3cc(C)no3,c1ccccc1[C@H](CC([O-])=O)NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@H](C(C)C)c3cc(C)no3
[O-]C(=O)[C@H]([NH3+])CCC(=O)N[C@@H](C([O-])=O)Cc(c[nH]1)c(c12)cccc2,[O-]C(=O)[C@H]([NH3+])CCC(=O)N[C@@H](C([O-])=O)Cc(c[nH]1)c(c12)cccc2
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2c[nH]c(=O)cc2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2c[nH]c(=O)cc2
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2ccc(F)cc2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2ccc(F)cc2
NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)NCC(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@H](C([O-])=O)CO,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)NCC(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@H](C([O-])=O)CO
[NH3+][C@@H](C)C(=O)N(C1)C[C@@H]([C@]1([NH3+])C([O-])=O)CCCB(O)O,[NH3+][C@@H](C)C(=O)N(C1)C[C@@H]([C@]1([NH3+])C([O-])=O)CCCB(O)O
NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC[NH2+]1,NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC[NH2+]1
c1ccccc1CCCC(C[NH3+])(C(=O)NCC[NH3+])CCCc2ccccc2,c1ccccc1CCCC(C[NH3+])(C(=O)NCC[NH3+])CCCc2ccccc2
c1ccccc1COC(=O)C(=C2C)C(CC(C)(C)C)C(=C(C)N2)C(=O)OCc3ccccc3,c1ccccc1COC(=O)C(=C2C)C(CC(C)(C)C)C(=C(C)N2)C(=O)OCc3ccccc3
CC(=O)N[C@@H]([C@H](O)C)C(=O)N[C@H](CO)C(=O)N[C@H]1CCNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC[NH3+])Cc2ccccc2,CC(=O)N[C@@H]([C@H](O)C)C(=O)N[C@H](CO)C(=O)N[C@H]1CCNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC[NH3+])Cc2ccccc2
COC(=O)CC[C@@H](C)[C@@H]1CC[C@H]([C@]12C)[C@H]3[C@@H](CC2)[C@]4(C)[C@@H](C[C@H]3O)C[C@@H](CC4)[NH2+]CCCC[NH2+]Cc5ccccn5,COC(=O)CC[C@@H](C)[C@@H]1CC[C@H]([C@]12C)[C@H]3[C@@H](CC2)[C@]4(C)[C@@H](C[C@H]3O)C[C@@H](CC4)[NH2+]CCCC[NH2+]Cc5ccccn5
C1CC[C@@H](C(=O)N)N1C(=O)[C@H](Cc(n2C)c[nH+]c2)NC(=O)[C@H]3NC(=O)CC3,C1CC[C@@H](C(=O)N)N1C(=O)[C@H](Cc(n2C)c[nH+]c2)NC(=O)[C@H]3NC(=O)CC3
CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
CCOC(=O)C(=C1C)C(c2n[nH]cc2)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(c2n[nH]cc2)C(=C(C)N1)C(=O)OCC
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2ccc[nH]c2=O,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)c2ccc[nH]c2=O
c1c(Br)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1c(Br)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
c1cccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC(=O)OC)c3ccc(Cl)cc3,c1cccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC(=O)OC)c3ccc(Cl)cc3
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)Cc2ccccc2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)Cc2ccccc2
CSCC[C@H]([NH3+])C(=O)N1[C@@H](CCC1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](Cc(c[nH]3)c(c34)cccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCCC[NH3+])C(=O)N6[C@@H](CCC6)C(=O)N[C@@H](C(C)C)C(=O)N,CSCC[C@H]([NH3+])C(=O)N1[C@@H](CCC1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](Cc(c[nH]3)c(c34)cccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCCC[NH3+])C(=O)N6[C@@H](CCC6)C(=O)N[C@@H](C(C)C)C(=O)N
CCOC(=O)c1cc(C(=O)OCC)c(C)nc1C,CCOC(=O)c1cc(C(=O)OCC)c(C)nc1C
[nH+]1c[nH]cc1C[C@@H](C([O-])=O)NC(=O)[C@@H](O)CC[NH3+],[nH+]1c[nH]cc1C[C@@H](C([O-])=O)NC(=O)[C@@H](O)CC[NH3+]
c1c(Cl)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1c(Cl)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
CC(C)(C)OC(=O)C(=C1C)C(CC(C)(C)C)C(=C(C)N1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)C(=C1C)C(CC(C)(C)C)C(=C(C)N1)C(=O)OC(C)(C)C
[NH3+]Cc1cc(C[NH3+])c(OC)c(c1)OCCC[NH+](C2)Cc(c23)cccc3,[NH3+]Cc1cc(C[NH3+])c(OC)c(c1)OCCC[NH+](C2)Cc(c23)cccc3
CCOC(=O)C(=C1C)C(CC(C)(C)C)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(CC(C)(C)C)C(=C(C)N1)C(=O)OCC
[NH3+]CCCC[C@@H](C([O-])=O)NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+],[NH3+]CCCC[C@@H](C([O-])=O)NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+]
[O-]C(=O)[C@@H]([NH3+])c1c(C)cc(C([O-])=O)cc1,[O-]C(=O)[C@@H]([NH3+])c1c(C)cc(C([O-])=O)cc1
c1cccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccc(Cl)cc3,c1cccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccc(Cl)cc3
c1c(F)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1c(F)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
COC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OC)c2c(Cl)cc(O)cc2,COC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OC)c2c(Cl)cc(O)cc2
CCOC(=O)C(=C1C)C(c2nccs2)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(c2nccs2)C(=C(C)N1)C(=O)OCC
c1c(C)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3,c1c(C)ccc(c12)C(=O)N(C2=O)CCCCCC(=O)NC[C@@H](CC([O-])=O)c3ccccc3
CCOC(=O)c1c(C)c(c(C)[nH]1)C(=O)OCC,CCOC(=O)c1c(C)c(c(C)[nH]1)C(=O)OCC
NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](C([O-])=O)Cc3ccccc3,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](C([O-])=O)Cc3ccccc3
CC(C)(O)CN1C(C)=C(C(=O)OCC)C(C(=C1C)C(=O)OCC)c2ccc(O)cc2,CC(C)(O)CN1C(C)=C(C(=O)OCC)C(C(=C1C)C(=O)OCC)c2ccc(O)cc2
O=S(=O)([O-])[C@@H]1CC(=O)N(C1=O)OC(=O)CCCCCCC/C=C\CCCCCCCC,O=S(=O)([O-])[C@@H]1CC(=O)N(C1=O)OC(=O)CCCCCCC/C=C\CCCCCCCC
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)C2CCOCC2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)C2CCOCC2
[NH3+]CCCCCC(=O)N1CCN(CC1)C(=O)CC(C)C,[NH3+]CCCCCC(=O)N1CCN(CC1)C(=O)CC(C)C
Clc(c1)c(F)ccc1C(=O)N(CC2)CCC2(F)C[NH2+]Cc3ncc(C)cc3,Clc(c1)c(F)ccc1C(=O)N(CC2)CCC2(F)C[NH2+]Cc3ncc(C)cc3
COC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OC)c2ccc(O)cc2,COC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OC)c2ccc(O)cc2
[NH2+]=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC1=O)CCCN/C(N)=N\[H],[NH2+]=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](NC1=O)CCCN/C(N)=N\[H]
O=C([O-])CC(C([O-])=O)(O)CC([O-])=O,O=C([O-])CC(C([O-])=O)(O)CC([O-])=O
COC(=O)c1cc(O)cc(c1)C(=O)OC,COC(=O)c1cc(O)cc(c1)C(=O)OC
OB(O)[C@@H]1N(CCC1)C(=O)[C@H]([NH3+])C(C)C,OB(O)[C@@H]1N(CCC1)C(=O)[C@H]([NH3+])C(C)C
O=C([O-])C[C@@](C)(O)CCO,O=C([O-])C[C@@](C)(O)CCO
c1cc(O)ccc1C(C(=C2C)C(=O)OCC)C(C(=O)OCC)=C(C)N2CC[NH+]3CCCC3,c1cc(O)ccc1C(C(=C2C)C(=O)OCC)C(C(=O)OCC)=C(C)N2CC[NH+]3CCCC3
CCOC(=O)C(=C1C)C([C@@H](C)CCC)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C([C@@H](C)CCC)C(=C(C)N1)C(=O)OCC
CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)C2CCCCC2,CCOC(=O)C(=C1C)C(C(=C(C)N1)C(=O)OCC)C2CCCCC2
[NH3+]CC(=O)N(CC1)C(C)(C)c(n12)[nH+]c(-c(cc3)ccc3F)c2Nc4ccc(F)cc4,[NH3+]CC(=O)N(CC1)C(C)(C)c(n12)[nH+]c(-c(cc3)ccc3F)c2Nc4ccc(F)cc4
CCOC(=O)C(=C1C)C(C2(C)COC2)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(C2(C)COC2)C(=C(C)N1)C(=O)OCC
C[N@H+]1C[C@@H](CO)[C@@H](CC1)c2ccc(F)cc2,C[N@H+]1C[C@@H](CO)[C@@H](CC1)c2ccc(F)cc2
c1cccc(c12)nc(c(n2)C)/N=N/c3ccccc3,c1cccc(c12)nc(c(n2)C)/N=N/c3ccccc3
c1cc(O)ccc1C(C(=C2C)C(=O)OCC)C(C(=O)OCC)=C(C)N2CC[NH+](C)C,c1cc(O)ccc1C(C(=C2C)C(=O)OCC)C(C(=O)OCC)=C(C)N2CC[NH+](C)C
C1CC1N2C(C)=C(C(=O)OCC)C(C(=C2C)C(=O)OCC)c3c(Cl)cc(O)cc3,C1CC1N2C(C)=C(C(=O)OCC)C(C(=C2C)C(=O)OCC)c3c(Cl)cc(O)cc3
CCOC(=O)C(=C1C)C(C2CC2)C(=C(C)N1)C(=O)OCC,CCOC(=O)C(=C1C)C(C2CC2)C(=C(C)N1)C(=O)OCC
16409,Oc1cc(cc(O)c1)[C@H](O)C[NH2+][C@H](C)Cc2ccc(O)cc2
18264,NC(N)=[NH2+]
18325,C1CC(=O)C=C(CC2)[C@@]1(C)[C@@H]([C@@H](O)C3)[C@@H]2[C@@H]([C@]34C)CC[C@]4(O)C(=O)COC(=O)C
18357,C1CC(=O)C=C(CC2)[C@@]1(C)[C@@H](C(=O)C3)[C@@H]2[C@@H]([C@@]34C)CC[C@]4(O)C(=O)COC(=O)C
18601,O=C(N1)N(C)C(=O)[C@@]1(CC)c2ccccc2
18693,O1COc(c12)cc(CCC)c(c2)COCCOCCOCCCC
18969,c1cnccc1C(=O)NNCCC(=O)NCc2ccccc2
19000,C1CC(=O)O[C@@]12[C@]3(C)[C@@H](CC2)[C@H]4[C@H](CC3)[C@]5(C)C(=CC(=O)CC5)C[C@H]4SC(=O)C
19392,O=C([O-])CNC(=O)[C@H](S)C
19420,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(=O)C2)[C@]4(C)C(CC3)=CC(=O)C=C4
19515,OCC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](C(=O)C2)[C@]4(C)C(CC3)=CC(=O)CC4
20064,[O-]C(=O)[C@H]([NH3+])Cc(c[nH]1)c(c12)cccc2
20369,O=C([O-])[C@H](O)c1ccc(O)c(c1)OC
20547,O=c1cc(C)[nH]c(=S)[nH]1
20610,O=c1[nH]c(N)nc(N)c1
20791,O=C([O-])CCC[NH3+]
21041,O=C([O-])CCCCCNC(=O)C
21096,CCCCCCCCCCCCCCCC([O-])=O
21128,CCCCCCCCCCCCCCCCCC([O-])=O
21314,O=C([O-])CC[C@@H](C([O-])=O)NC(=O)c1ccc(cc1)NC[C@@H](N2C=O)CNc(c23)nc(N)[nH]c3=O
21590,Cc1c(C)c(O)c(C)c(c12)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
21704,COC(=O)c1ccc(NC(=O)C)cc1OCC
21920,CCCC(=O)OCC(OC(=O)CCC)COC(=O)CCC
22258,OCCc1ccccc1
24962,c1cccc(c12)c(c[nH]2)Cc(c[nH]3)c(c34)cccc4
25329,CC[NH+](CC)CCC[C@H](C)Nc1c(ccc(Cl)c2)c2[nH+]c(c13)ccc(c3)OC
25818,N1CC[NH+]=C1c(cc2)ccc2NC(=O)c3ccc(cc3Cl)C(=O)Nc4ccc(cc4)C5=[NH+]CCN5
28281,C1=C[C@H](O)[C@](C)(C(O2)=O)[C@H]([C@@]123)[C@H](C([O-])=O)[C@@]45[C@H]3CC[C@@](C5)(O)C(C4)=C
28313,C[NH+]1CCN(CC1)C(=N2)c(cccc3)c3Nc(c24)cccc4
28376,c1cccc(c12)C(=O)OC2(c3ccc(O)cc3)c4ccc(O)cc4
29348,c1cc(O)ccc1C(C)(C)c2ccc(O)cc2
29769,O=C1[N-]S(=O)(=O)c(c12)cccc2
30505,Nc1c(C)n(C)n(c1=O)-c2ccccc2
30655,c1cccc(c12)C([O-])=C(C2=O)c3ccccc3
31055,c1cccc(c12)ccc3c2cccc3
32880,OCc1ccccc1O
32994,Oc1ccccc1OC
34152,O=C([O-])c1ccc(OC)c(c1)OC
34184,CC(=O)c(cc1)cc(c12)cccc2
34249,O=C([O-])c(n1)ccc(c12)cccc2
34584,CCOC(=O)c1ccc(N)cc1
34670,CCCOC(=O)c1ccc(N)cc1
34701,O=Cc1ccc(O)cc1O
35857,O=Cc1cccs1
36320,[O-]C(=O)c1cc(O)ccc1
36438,O=C([O-])c1cc(O)cc(O)c1
102731,[O-]C(=O)CC[C@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(C=C3)=CC(=O)CC4
118374,O=C([O-])C1CSSC1
149567,COC(=O)/C=C/c1ccc(O)c(c1)OC
153954,c1cccc(C(=O)O2)c1[C@@]23c4c(cc(O)cc4)Oc5c3ccc([O-])c5
201256,O[C@@]1(C)CC[C@H](C(C)(C)O)CC1
204296,CCOC(=O)/C=C/C([O-])=O
217294,CC(=O)NCCc1ccc(O)c(O)c1
220914,C[N+](C)(C)C[C@@H](CC([O-])=O)OC(=O)C
225452,O=C([O-])[C@@H]1[NH2+]CC1
259444,Nc1c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(c12)ccc(c2O)\N=N\c3ccc(cc3OC)-c4ccc(c(c4)OC)/N=N/c(c5O)ccc(c56)c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c6N
260088,COc1cc(C([O-])=O)c(O)cc1
299257,CC(=O)Nc1ccc(cc1)Cc2ccc(cc2)NC(=O)C
325553,c1cc(O)ccc1C[C@H](NC(=O)[C@@H]([NH3+])CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](Cc2c[nH]c[nH+]2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H](C(=O)NCC([O-])=O)Cc(c[nH]4)c(c45)cccc5
422955,O=C([O-])C[C@H](C)CCC([O-])=O
424904,CC(C)C[C@H]([NH3+])C(=O)N[C@H](C(=O)[O-])Cc1ccccc1
436349,C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n2c(=O)[nH]c(=O)c(F)c2
449674,[O-]c1ccc[nH+]c1C(=O)N[C@H](C(=O)N[C@@H](C2=O)CC)[C@@H](C)OC(=O)[C@H](c3ccccc3)NC(=O)[C@H](CC(=O)CC4)N4C(=O)[C@@H](N(C)C(=O)[C@@H](N25)CCC5)Cc6ccc(N(C)C)cc6
463130,O[C@H](C)c(cc1)ccc1S(=O)(=O)[N-]C(=O)NC2CCCCC2
474972,CC[NH+](CC)CCOC(=O)[C@@H](C[C@@H]1OCCC1)Cc2cccc(c23)cccc3
517222,O=S([O-])(=O)c1cc(S(=O)([O-])=O)cc(c12)cc(S(=O)([O-])=O)cc2O
536273,Cc1cc(=O)oc(c12)cc(cc2)OP([O-])([O-])=O
542449,OCC(=O)[C@]1([C@]23C)[C@H](OC(O1)(C)C)C[C@H]2[C@H]4[C@H]([C@@H](O)C3)[C@]5(C)C([C@@H](F)C4)=CC(=O)C=C5
578517,SC[C@H](O)[C@@H](O)CS
582174,C[S+](C)CC[C@H]([NH3+])C([O-])=O
622744,n1cccnc1N2CC[NH+](CC2)Cc(cc3)cc(c34)OCO4
626852,O=P([O-])([O-])OCC[N+](C)(C)C
639426,C1CCC(C)(C)[C@@H]([C@]12C([O-])=O)CCc3c2c(O)c(O)c(c3)C(C)C
654065,O=c1ncccn1[C@H]2[C@H](O)[C@H](O)[C@H](O2)CO
671200,n1ccccc1[C@@](C(=O)N)(CC[NH+](C(C)C)C(C)C)c2ccccc2
694485,CC(=O)O[C@](C(=O)C)(CC1)[C@@](C)(C[C@@H]([C@@]23F)O)[C@@H]1[C@@H]2C[C@H](C)C([C@@]34C)=CC(=O)C=C4
713779,C1CCN(C1=O)CC#CC[N+](C)(C)C
768593,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COP(=O)([O-])OCC[NH3+])COC(=O)CCCCCCC/C=C\CCCCCCCC
891986,O=C(N)c1c([nH]cn1)/N=N/N(C)C
895096,[O-]C(=O)[C@@H]([NH3+])Cc(c[nH]1)c(c12)cc(O)cc2
898839,CC[C@H]([C@H]1[O-])[C@@H](C2)[C@@H]([C@H]3O)[C@@H](C4)[N@H+]1[C@H]2[C@@H]([C@]345)N(C)c6c5cccc6
997815,O=C([O-])C[C@@H](C([O-])=O)NC(=O)c1ccccc1
1027400,c1c(O)cc(O)c(c12)c(=O)cc(o2)-c3ccc(OC)c(c3)OC
1110651,O=c1c(O)c(CC)occ1
1151830,C1NC(=O)O[C@]12CC[N@@H+](CC2)CCc3ccccc3
1188540,c1c[nH]c(=O)c(c12)cccc2O
1255190,O=C1[C@H](O)[C@H](O)[C@H](O1)CO
1267096,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C
1267397,C[C@H]([NH3+])COc1c(C)cccc1C
1268798,c1cc(O)c(O)cc1-c(o2)cc(=O)c(c23)c(O)cc(c3)O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@H](O4)CO
1297222,O=C([O-])CCC(=O)C[NH3+]
1304222,NO
